image_path,prediction,confidence,Optimistic,Pessimistic,Hostile,Neutral
Sample_Dataset/Reichel/images_with_faces/1438804_758562_image.jpeg,Neutral,0.7279,0.1549,0.0145,0.1027,0.7279
Sample_Dataset/Reichel/images_with_faces/1439183_758876_image.jpeg,Optimistic,0.988,0.988,0.0033,0.001,0.0078
Sample_Dataset/Reichel/images_with_faces/1439207_758901_image.jpeg,Neutral,0.5698,0.295,0.0849,0.0503,0.5698
Sample_Dataset/Reichel/images_with_faces/1439214_758908_image.jpeg,Optimistic,0.98,0.98,0.0008,0.0063,0.0129
Sample_Dataset/Reichel/images_with_faces/1439230_758922_image.jpeg,Hostile,0.4586,0.2068,0.0352,0.4586,0.2994
Sample_Dataset/Reichel/images_with_faces/1439246_758936_image.jpeg,Optimistic,0.5898,0.5898,0.0031,0.4004,0.0067
Sample_Dataset/Reichel/images_with_faces/1439381_759036_image.jpeg,Neutral,0.9566,0.004,0.0391,0.0003,0.9566
Sample_Dataset/Reichel/images_with_faces/1439539_759150_image.jpeg,Unknown,0.3425,0.3425,0.1922,0.3308,0.1345
Sample_Dataset/Reichel/images_with_faces/1439788_759294_image.jpeg,Hostile,0.5644,0.051,0.0935,0.5644,0.2911
Sample_Dataset/Reichel/images_with_faces/1439878_759355_image.jpeg,Pessimistic,0.6325,0.0279,0.6325,0.1038,0.2359
Sample_Dataset/Reichel/images_with_faces/1439890_759362_image.jpeg,Unknown,0.3971,0.1702,0.0584,0.3743,0.3971
Sample_Dataset/Reichel/images_with_faces/1439895_759365_image.jpeg,Unknown,0.3822,0.1928,0.2668,0.1583,0.3822
Sample_Dataset/Reichel/images_with_faces/1443507_762074_image.jpeg,Neutral,0.7371,0.1755,0.0158,0.0716,0.7371
Sample_Dataset/Reichel/images_with_faces/1443515_762082_image.jpeg,Optimistic,0.5687,0.5687,0.0854,0.0798,0.266
Sample_Dataset/Reichel/images_with_faces/1443517_762084_image.jpeg,Neutral,0.935,0.0236,0.0177,0.0238,0.935
Sample_Dataset/Reichel/images_with_faces/1443549_762112_image.jpeg,Neutral,0.991,0.0066,0.002,0.0004,0.991
Sample_Dataset/Reichel/images_with_faces/1443563_762126_image.jpeg,Neutral,0.9829,0.0079,0.0024,0.0068,0.9829
Sample_Dataset/Reichel/images_with_faces/1443592_762155_image.jpeg,Neutral,0.8819,0.0646,0.0016,0.0519,0.8819
Sample_Dataset/Reichel/images_with_faces/1443611_762170_image.jpeg,Optimistic,0.425,0.425,0.1667,0.0044,0.4039
Sample_Dataset/Reichel/images_with_faces/1443617_762176_image.jpeg,Hostile,0.5121,0.2447,0.0012,0.5121,0.2419
Sample_Dataset/Reichel/images_with_faces/1443633_762192_image.jpeg,Optimistic,0.9713,0.9713,0.0018,0.0241,0.0028
Sample_Dataset/Reichel/images_with_faces/1443644_762202_image.jpeg,Neutral,0.6416,0.0828,0.2653,0.0103,0.6416
Sample_Dataset/Reichel/images_with_faces/1443865_762331_image.jpeg,Optimistic,0.8593,0.8593,0.0111,0.0888,0.0408
Sample_Dataset/Reichel/images_with_faces/1443879_762336_image.jpeg,Optimistic,0.4835,0.4835,0.1794,0.1753,0.1618
Sample_Dataset/Reichel/images_with_faces/1443886_762340_image.jpeg,Neutral,0.6591,0.2903,0.0415,0.0091,0.6591
Sample_Dataset/Reichel/images_with_faces/1444272_762530_image.jpeg,Neutral,0.7298,0.2483,0.0039,0.0179,0.7298
Sample_Dataset/Reichel/images_with_faces/1444345_762560_image.jpeg,Unknown,0.3662,0.3662,0.0014,0.2679,0.3645
Sample_Dataset/Reichel/images_with_faces/1444408_762586_image.jpeg,Neutral,0.6817,0.0926,0.1218,0.1039,0.6817
Sample_Dataset/Reichel/images_with_faces/1445806_763659_image.jpeg,Optimistic,0.4204,0.4204,0.3878,0.0531,0.1387
Sample_Dataset/Reichel/images_with_faces/1446082_763798_image.jpeg,Neutral,0.5123,0.0776,0.0045,0.4057,0.5123
Sample_Dataset/Reichel/images_with_faces/1446090_763807_image.jpeg,Pessimistic,0.65,0.0042,0.65,0.0353,0.3106
Sample_Dataset/Reichel/images_with_faces/1446105_763821_image.jpeg,Neutral,0.9861,0.0017,0.0013,0.0109,0.9861
Sample_Dataset/Reichel/images_with_faces/1446108_763824_image.jpeg,Hostile,0.7008,0.1287,0.0496,0.7008,0.1209
Sample_Dataset/Reichel/images_with_faces/1446126_763835_image.jpeg,Neutral,0.9735,0.0093,0.0088,0.0084,0.9735
Sample_Dataset/Reichel/images_with_faces/1446145_763853_image.jpeg,Neutral,0.9686,0.0288,0.0002,0.0025,0.9686
Sample_Dataset/Reichel/images_with_faces/1446146_763854_image.jpeg,Hostile,0.7198,0.0132,0.0631,0.7198,0.2039
Sample_Dataset/Reichel/images_with_faces/1446150_763858_image.jpeg,Neutral,0.5301,0.3997,0.0109,0.0594,0.5301
Sample_Dataset/Reichel/images_with_faces/1446181_763888_image.jpeg,Optimistic,0.6026,0.6026,0.0026,0.0278,0.367
Sample_Dataset/Reichel/images_with_faces/1446203_763899_image.jpeg,Hostile,0.8067,0.0015,0.1688,0.8067,0.0231
Sample_Dataset/Reichel/images_with_faces/1446206_763903_image.jpeg,Optimistic,0.6448,0.6448,0.0075,0.1434,0.2043
Sample_Dataset/Reichel/images_with_faces/1446290_763983_image.jpeg,Optimistic,0.5176,0.5176,0.0181,0.3628,0.1015
Sample_Dataset/Reichel/images_with_faces/1446295_763985_image.jpeg,Neutral,0.4912,0.351,0.0218,0.1359,0.4912
Sample_Dataset/Reichel/images_with_faces/1446297_763987_image.jpeg,Neutral,0.4302,0.404,0.0164,0.1494,0.4302
Sample_Dataset/Reichel/images_with_faces/1446315_764002_image.jpeg,Hostile,0.7768,0.0596,0.0163,0.7768,0.1472
Sample_Dataset/Reichel/images_with_faces/1446366_764030_image.jpeg,Pessimistic,0.5174,0.0118,0.5174,0.0457,0.4251
Sample_Dataset/Reichel/images_with_faces/1446552_764123_image.jpeg,Optimistic,0.7142,0.7142,0.0055,0.0154,0.2648
Sample_Dataset/Reichel/images_with_faces/1446562_764127_image.jpeg,Neutral,0.4565,0.1456,0.0077,0.3903,0.4565
Sample_Dataset/Reichel/images_with_faces/1446572_764130_image.jpeg,Optimistic,0.9926,0.9926,0.0014,0.0039,0.0021
Sample_Dataset/Reichel/images_with_faces/1446595_764149_image.jpeg,Pessimistic,0.4335,0.1884,0.4335,0.1295,0.2486
Sample_Dataset/Reichel/images_with_faces/1446618_764157_image.jpeg,Optimistic,0.4754,0.4754,0.011,0.0574,0.4562
Sample_Dataset/Reichel/images_with_faces/1446664_764175_image.jpeg,Optimistic,0.4998,0.4998,0.0509,0.0247,0.4246
Sample_Dataset/Reichel/images_with_faces/1446961_764366_image.jpeg,Neutral,0.4258,0.164,0.0039,0.4063,0.4258
Sample_Dataset/Reichel/images_with_faces/1447082_764435_image.jpeg,Neutral,0.6457,0.2559,0.089,0.0093,0.6457
Sample_Dataset/Reichel/images_with_faces/1447088_764438_image.jpeg,Optimistic,0.4029,0.4029,0.1453,0.2538,0.198
Sample_Dataset/Reichel/images_with_faces/1448477_765470_image.jpeg,Hostile,0.4992,0.0165,0.0826,0.4992,0.4017
Sample_Dataset/Reichel/images_with_faces/1449708_766359_image.jpeg,Neutral,0.457,0.0915,0.0246,0.4269,0.457
Sample_Dataset/Reichel/images_with_faces/1449715_766366_image.jpeg,Neutral,0.5713,0.0438,0.2009,0.184,0.5713
Sample_Dataset/Reichel/images_with_faces/1449733_766382_image.jpeg,Neutral,0.7556,0.2221,0.0069,0.0153,0.7556
Sample_Dataset/Reichel/images_with_faces/1449743_766393_image.jpeg,Optimistic,0.4762,0.4762,0.0114,0.1367,0.3756
Sample_Dataset/Reichel/images_with_faces/1449903_766464_image.jpeg,Neutral,0.9532,0.0128,0.0004,0.0335,0.9532
Sample_Dataset/Reichel/images_with_faces/1449939_766500_image.jpeg,Hostile,0.8779,0.0333,0.0138,0.8779,0.075
Sample_Dataset/Reichel/images_with_faces/1449964_766521_image.jpeg,Pessimistic,0.9324,0.0396,0.9324,0.0025,0.0256
Sample_Dataset/Reichel/images_with_faces/1450014_766557_image.jpeg,Optimistic,0.6979,0.6979,0.1521,0.0216,0.1284
Sample_Dataset/Reichel/images_with_faces/1450115_766606_image.jpeg,Optimistic,0.9208,0.9208,0.0042,0.0206,0.0544
Sample_Dataset/Reichel/images_with_faces/1450210_766632_image.jpeg,Neutral,0.9822,0.0087,0.003,0.0061,0.9822
Sample_Dataset/Reichel/images_with_faces/1450225_766644_image.jpeg,Neutral,0.4807,0.4743,0.0121,0.033,0.4807
Sample_Dataset/Reichel/images_with_faces/1450230_766648_image.jpeg,Neutral,0.89,0.0662,0.0022,0.0415,0.89
Sample_Dataset/Reichel/images_with_faces/1450237_766653_image.jpeg,Optimistic,0.8374,0.8374,0.0635,0.0245,0.0747
Sample_Dataset/Reichel/images_with_faces/1450357_766703_image.jpeg,Optimistic,0.8224,0.8224,0.0427,0.0321,0.1029
Sample_Dataset/Reichel/images_with_faces/1450440_766749_image.jpeg,Neutral,0.4935,0.2688,0.0813,0.1563,0.4935
Sample_Dataset/Reichel/images_with_faces/1450486_766763_image.jpeg,Pessimistic,0.9536,0.0323,0.9536,0.0045,0.0096
Sample_Dataset/Reichel/images_with_faces/1450609_766837_image.jpeg,Hostile,0.9899,0.0057,0.0023,0.9899,0.0022
Sample_Dataset/Reichel/images_with_faces/1450611_766838_image.jpeg,Unknown,0.3984,0.0974,0.1087,0.3984,0.3955
Sample_Dataset/Reichel/images_with_faces/1450619_766842_image.jpeg,Neutral,0.5678,0.0688,0.0162,0.3472,0.5678
Sample_Dataset/Reichel/images_with_faces/1450750_766928_image.jpeg,Neutral,0.9846,0.0083,0.002,0.0052,0.9846
Sample_Dataset/Reichel/images_with_faces/1450753_766929_image.jpeg,Optimistic,0.7153,0.7153,0.008,0.2597,0.0171
Sample_Dataset/Reichel/images_with_faces/1450754_766930_image.jpeg,Neutral,0.6491,0.2801,0.0019,0.0689,0.6491
Sample_Dataset/Reichel/images_with_faces/1450762_766933_image.jpeg,Neutral,0.6506,0.3163,0.0034,0.0297,0.6506
Sample_Dataset/Reichel/images_with_faces/1450767_766935_image.jpeg,Neutral,0.8739,0.0726,0.0019,0.0516,0.8739
Sample_Dataset/Reichel/images_with_faces/1450775_766937_image.jpeg,Hostile,0.8122,0.128,0.0034,0.8122,0.0564
Sample_Dataset/Reichel/images_with_faces/1450776_766938_image.jpeg,Hostile,0.8128,0.1281,0.0034,0.8128,0.0557
Sample_Dataset/Reichel/images_with_faces/1450781_766939_image.jpeg,Optimistic,0.679,0.679,0.0114,0.2354,0.0741
Sample_Dataset/Reichel/images_with_faces/1450839_766950_image.jpeg,Optimistic,0.6079,0.6079,0.0111,0.0106,0.3704
Sample_Dataset/Reichel/images_with_faces/1450853_766964_image.jpeg,Optimistic,0.9766,0.9766,0.0046,0.0087,0.01
Sample_Dataset/Reichel/images_with_faces/1452438_767943_image.jpeg,Optimistic,0.594,0.594,0.0018,0.0435,0.3608
Sample_Dataset/Reichel/images_with_faces/1454579_769433_image.jpeg,Pessimistic,0.4865,0.0559,0.4865,0.2812,0.1764
Sample_Dataset/Reichel/images_with_faces/1454610_769464_image.jpeg,Optimistic,0.7036,0.7036,0.0548,0.1285,0.1132
Sample_Dataset/Reichel/images_with_faces/1455475_770181_image.jpeg,Optimistic,0.9393,0.9393,0.0032,0.0082,0.0493
Sample_Dataset/Reichel/images_with_faces/1455497_770204_image.jpeg,Neutral,0.523,0.4108,0.028,0.0382,0.523
Sample_Dataset/Reichel/images_with_faces/1455566_770239_image.jpeg,Unknown,0.393,0.2172,0.0232,0.393,0.3666
Sample_Dataset/Reichel/images_with_faces/1455583_770257_image.jpeg,Neutral,0.8831,0.0863,0.0258,0.0048,0.8831
Sample_Dataset/Reichel/images_with_faces/1455614_770288_image.jpeg,Pessimistic,0.9254,0.0088,0.9254,0.0056,0.0602
Sample_Dataset/Reichel/images_with_faces/1455690_770370_image.jpeg,Neutral,0.6959,0.1041,0.0204,0.1797,0.6959
Sample_Dataset/Reichel/images_with_faces/1456048_770646_image.jpeg,Optimistic,0.6502,0.6502,0.0223,0.0146,0.313
Sample_Dataset/Reichel/images_with_faces/1456075_770650_image.jpeg,Hostile,0.9942,0.0031,0.0004,0.9942,0.0023
Sample_Dataset/Reichel/images_with_faces/1456335_770834_image.jpeg,Hostile,0.5401,0.0287,0.0053,0.5401,0.4259
Sample_Dataset/Reichel/images_with_faces/1456349_770846_image.jpeg,Optimistic,0.7462,0.7462,0.1554,0.0182,0.0801
Sample_Dataset/Reichel/images_with_faces/1456351_770848_image.jpeg,Optimistic,0.9048,0.9048,0.0002,0.087,0.008
Sample_Dataset/Reichel/images_with_faces/1456482_770952_image.jpeg,Optimistic,0.7068,0.7068,0.0186,0.0331,0.2415
Sample_Dataset/Reichel/images_with_faces/1456665_771066_image.jpeg,Optimistic,0.8836,0.8836,0.0499,0.0127,0.0538
Sample_Dataset/Reichel/images_with_faces/1457140_771311_image.jpeg,Neutral,0.41,0.2906,0.1966,0.1028,0.41
Sample_Dataset/Reichel/images_with_faces/1457196_771338_image.jpeg,Neutral,0.8035,0.0037,0.0945,0.0983,0.8035
Sample_Dataset/Reichel/images_with_faces/1457199_771342_image.jpeg,Neutral,0.7223,0.2407,0.0036,0.0334,0.7223
Sample_Dataset/Reichel/images_with_faces/1457562_771477_image.jpeg,Pessimistic,0.4067,0.1734,0.4067,0.3975,0.0224
Sample_Dataset/Reichel/images_with_faces/1457707_771529_image.jpeg,Optimistic,0.8019,0.8019,0.0047,0.0003,0.1931
Sample_Dataset/Reichel/images_with_faces/1457733_771533_image.jpeg,Unknown,0.337,0.2198,0.337,0.1708,0.2724
Sample_Dataset/Reichel/images_with_faces/1457742_771536_image.jpeg,Neutral,0.6956,0.2489,0.0541,0.0014,0.6956
Sample_Dataset/Reichel/images_with_faces/1457783_771566_image.jpeg,Neutral,0.6535,0.0515,0.1844,0.1106,0.6535
Sample_Dataset/Reichel/images_with_faces/1457843_771612_image.jpeg,Optimistic,0.85,0.85,0.0875,0.0317,0.0309
Sample_Dataset/Reichel/images_with_faces/1457847_771617_image.jpeg,Hostile,0.6949,0.1067,0.0126,0.6949,0.1858
Sample_Dataset/Reichel/images_with_faces/1466347_774406_image.jpeg,Optimistic,0.471,0.471,0.2782,0.0473,0.2035
Sample_Dataset/Reichel/images_with_faces/1467748_775503_image.jpeg,Neutral,0.4113,0.4082,0.0187,0.1619,0.4113
Sample_Dataset/Reichel/images_with_faces/1467811_775554_image.jpeg,Unknown,0.3903,0.3637,0.3903,0.0086,0.2375
Sample_Dataset/Reichel/images_with_faces/1467874_775600_image.jpeg,Hostile,0.9803,0.0092,0.0091,0.9803,0.0014
Sample_Dataset/Reichel/images_with_faces/1467914_775627_image.jpeg,Optimistic,0.6888,0.6888,0.0165,0.087,0.2077
Sample_Dataset/Reichel/images_with_faces/1468061_775734_image.jpeg,Optimistic,0.6839,0.6839,0.0607,0.0094,0.246
Sample_Dataset/Reichel/images_with_faces/1468196_775820_image.jpeg,Pessimistic,0.6664,0.014,0.6664,0.0042,0.3154
Sample_Dataset/Reichel/images_with_faces/1468443_775960_image.jpeg,Neutral,0.9628,0.0076,0.0251,0.0045,0.9628
Sample_Dataset/Reichel/images_with_faces/1468624_776070_image.jpeg,Neutral,0.5872,0.1295,0.1287,0.1547,0.5872
Sample_Dataset/Reichel/images_with_faces/1468920_776260_image.jpeg,Optimistic,0.488,0.488,0.0159,0.3222,0.1739
Sample_Dataset/Reichel/images_with_faces/1468924_776263_image.jpeg,Optimistic,0.8886,0.8886,0.0616,0.0267,0.023
Sample_Dataset/Reichel/images_with_faces/1469238_776422_image.jpeg,Hostile,0.7338,0.1019,0.0075,0.7338,0.1568
Sample_Dataset/Reichel/images_with_faces/1469427_776510_image.jpeg,Neutral,0.7159,0.1194,0.0772,0.0875,0.7159
Sample_Dataset/Reichel/images_with_faces/1472605_778974_image.jpeg,Hostile,0.5824,0.0347,0.0044,0.5824,0.3785
Sample_Dataset/Reichel/images_with_faces/1474505_780204_image.jpeg,Neutral,0.9011,0.0653,0.001,0.0327,0.9011
Sample_Dataset/Reichel/images_with_faces/1474509_780208_image.jpeg,Pessimistic,0.597,0.0125,0.597,0.0384,0.352
Sample_Dataset/Reichel/images_with_faces/1474536_780236_image.jpeg,Neutral,0.9715,0.0101,0.0082,0.0102,0.9715
Sample_Dataset/Reichel/images_with_faces/1474538_780238_image.jpeg,Neutral,0.9693,0.0122,0.0091,0.0095,0.9693
Sample_Dataset/Reichel/images_with_faces/1474632_780335_image.jpeg,Optimistic,0.8795,0.8795,0.0021,0.0101,0.1083
Sample_Dataset/Reichel/images_with_faces/1474736_780371_image.jpeg,Optimistic,0.9343,0.9343,0.0024,0.0207,0.0426
Sample_Dataset/Reichel/images_with_faces/1474738_780373_image.jpeg,Optimistic,0.8382,0.8382,0.0027,0.0111,0.1481
Sample_Dataset/Reichel/images_with_faces/1474792_780425_image.jpeg,Unknown,0.3145,0.27,0.2166,0.3145,0.1989
Sample_Dataset/Reichel/images_with_faces/1474801_780431_image.jpeg,Pessimistic,0.4819,0.2779,0.4819,0.1713,0.0689
Sample_Dataset/Reichel/images_with_faces/1474886_780479_image.jpeg,Neutral,0.9599,0.0346,0.0004,0.0051,0.9599
Sample_Dataset/Reichel/images_with_faces/1474889_780482_image.jpeg,Neutral,0.9554,0.042,0.0002,0.0024,0.9554
Sample_Dataset/Reichel/images_with_faces/1475006_780561_image.jpeg,Optimistic,0.8231,0.8231,0.0494,0.0291,0.0985
Sample_Dataset/Reichel/images_with_faces/1475112_780642_image.jpeg,Optimistic,0.8989,0.8989,0.0072,0.0428,0.0511
Sample_Dataset/Reichel/images_with_faces/1475128_780643_image.jpeg,Neutral,0.7349,0.2545,0.0038,0.0068,0.7349
Sample_Dataset/Reichel/images_with_faces/1475133_780645_image.jpeg,Optimistic,0.8951,0.8951,0.0039,0.0296,0.0714
Sample_Dataset/Reichel/images_with_faces/1475136_780649_image.jpeg,Optimistic,0.9111,0.9111,0.0036,0.0327,0.0525
Sample_Dataset/Reichel/images_with_faces/1475387_780777_image.jpeg,Optimistic,0.9676,0.9676,0.0064,0.0027,0.0233
Sample_Dataset/Reichel/images_with_faces/1475832_781060_image.jpeg,Hostile,0.8942,0.0597,0.0036,0.8942,0.0424
Sample_Dataset/Reichel/images_with_faces/1475862_781090_image.jpeg,Neutral,0.5547,0.0351,0.3958,0.0145,0.5547
Sample_Dataset/Reichel/images_with_faces/1475966_781156_image.jpeg,Neutral,0.4395,0.191,0.0037,0.3658,0.4395
Sample_Dataset/Reichel/images_with_faces/1476190_781329_image.jpeg,Optimistic,0.9668,0.9668,0.0044,0.0129,0.016
Sample_Dataset/Reichel/images_with_faces/1476865_781814_image.jpeg,Pessimistic,0.4805,0.0302,0.4805,0.4595,0.0298
Sample_Dataset/Reichel/images_with_faces/1477159_781964_image.jpeg,Unknown,0.3947,0.3947,0.22,0.1713,0.2141
Sample_Dataset/Reichel/images_with_faces/1486102_788880_image.jpeg,Hostile,0.9832,0.0074,0.0016,0.9832,0.0078
Sample_Dataset/Reichel/images_with_faces/1487535_789694_image.jpeg,Neutral,0.8367,0.125,0.0317,0.0066,0.8367
Sample_Dataset/Reichel/images_with_faces/1487576_789730_image.jpeg,Neutral,0.5218,0.4668,0.004,0.0074,0.5218
Sample_Dataset/Reichel/images_with_faces/1487579_789733_image.jpeg,Neutral,0.7932,0.1998,0.0012,0.0058,0.7932
Sample_Dataset/Reichel/images_with_faces/1487716_789832_image.jpeg,Neutral,0.8057,0.1773,0.0093,0.0078,0.8057
Sample_Dataset/Reichel/images_with_faces/1487719_789835_image.jpeg,Neutral,0.817,0.1757,0.0026,0.0047,0.817
Sample_Dataset/Reichel/images_with_faces/1487862_789882_image.jpeg,Neutral,0.9876,0.0015,0.0013,0.0095,0.9876
Sample_Dataset/Reichel/images_with_faces/1487863_789883_image.jpeg,Neutral,0.9815,0.0014,0.002,0.0151,0.9815
Sample_Dataset/Reichel/images_with_faces/1487914_789916_image.jpeg,Optimistic,0.7993,0.7993,0.1522,0.0056,0.0429
Sample_Dataset/Reichel/images_with_faces/1488011_789980_image.jpeg,Optimistic,0.9082,0.9082,0.0007,0.0332,0.0578
Sample_Dataset/Reichel/images_with_faces/1488034_789992_image.jpeg,Neutral,0.6946,0.1039,0.0629,0.1386,0.6946
Sample_Dataset/Reichel/images_with_faces/1488153_790075_image.jpeg,Optimistic,0.7996,0.7996,0.0713,0.0976,0.0315
Sample_Dataset/Reichel/images_with_faces/1488222_790116_image.jpeg,Pessimistic,0.8398,0.0116,0.8398,0.0509,0.0977
Sample_Dataset/Reichel/images_with_faces/1488432_790264_image.jpeg,Optimistic,0.4682,0.4682,0.2612,0.0707,0.1999
Sample_Dataset/Reichel/images_with_faces/1488474_790288_image.jpeg,Neutral,0.5599,0.3908,0.0458,0.0035,0.5599
Sample_Dataset/Reichel/images_with_faces/1493046_793037_image.jpeg,Optimistic,0.5475,0.5475,0.0111,0.1381,0.3033
Sample_Dataset/Reichel/images_with_faces/1493093_793077_image.jpeg,Neutral,0.7099,0.229,0.0131,0.048,0.7099
Sample_Dataset/Reichel/images_with_faces/1493105_793088_image.jpeg,Unknown,0.399,0.3713,0.399,0.0081,0.2216
Sample_Dataset/Reichel/images_with_faces/1493150_793121_image.jpeg,Unknown,0.3775,0.1027,0.2224,0.3775,0.2974
Sample_Dataset/Reichel/images_with_faces/1493381_793250_image.jpeg,Hostile,0.4453,0.1203,0.2151,0.4453,0.2192
Sample_Dataset/Reichel/images_with_faces/1493416_793275_image.jpeg,Hostile,0.4704,0.3849,0.0351,0.4704,0.1096
Sample_Dataset/Reichel/images_with_faces/1493604_793404_image.jpeg,Neutral,0.6208,0.0834,0.2824,0.0134,0.6208
Sample_Dataset/Reichel/images_with_faces/1496418_794945_image.jpeg,Neutral,0.4708,0.0291,0.0662,0.4339,0.4708
Sample_Dataset/Reichel/images_with_faces/1496443_794968_image.jpeg,Optimistic,0.6782,0.6782,0.015,0.0432,0.2636
Sample_Dataset/Reichel/images_with_faces/1496445_794969_image.jpeg,Optimistic,0.9165,0.9165,0.0026,0.0569,0.024
Sample_Dataset/Reichel/images_with_faces/1496533_795022_image.jpeg,Unknown,0.3369,0.0184,0.3226,0.3369,0.3222
Sample_Dataset/Reichel/images_with_faces/1496577_795050_image.jpeg,Hostile,0.8022,0.0861,0.0237,0.8022,0.088
Sample_Dataset/Reichel/images_with_faces/1497121_795213_image.jpeg,Neutral,0.6696,0.1653,0.0052,0.1599,0.6696
Sample_Dataset/Reichel/images_with_faces/1497179_795236_image.jpeg,Hostile,0.8314,0.1099,0.0161,0.8314,0.0426
Sample_Dataset/Reichel/images_with_faces/1497182_795239_image.jpeg,Optimistic,0.9724,0.9724,0.0068,0.0087,0.012
Sample_Dataset/Reichel/images_with_faces/1498831_796150_image.jpeg,Neutral,0.7007,0.2896,0.0032,0.0065,0.7007
Sample_Dataset/Reichel/images_with_faces/1498839_796156_image.jpeg,Optimistic,0.9544,0.9544,0.0069,0.0327,0.006
Sample_Dataset/Reichel/images_with_faces/1498841_796157_image.jpeg,Optimistic,0.8492,0.8492,0.0042,0.0358,0.1108
Sample_Dataset/Reichel/images_with_faces/1498850_796166_image.jpeg,Optimistic,0.8123,0.8123,0.0559,0.0377,0.094
Sample_Dataset/Reichel/images_with_faces/1498875_796191_image.jpeg,Pessimistic,0.7785,0.1295,0.7785,0.0364,0.0557
Sample_Dataset/Reichel/images_with_faces/1498946_796279_image.jpeg,Hostile,0.7793,0.0184,0.1839,0.7793,0.0184
Sample_Dataset/Reichel/images_with_faces/1498964_796294_image.jpeg,Hostile,0.7346,0.0588,0.0105,0.7346,0.1961
Sample_Dataset/Reichel/images_with_faces/1498989_796306_image.jpeg,Pessimistic,0.8272,0.0515,0.8272,0.1134,0.0079
Sample_Dataset/Reichel/images_with_faces/1499085_796358_image.jpeg,Hostile,0.7438,0.2329,0.0011,0.7438,0.0222
Sample_Dataset/Reichel/images_with_faces/1499114_796369_image.jpeg,Optimistic,0.9822,0.9822,0.0069,0.0004,0.0105
Sample_Dataset/Reichel/images_with_faces/1501578_798055_image.jpeg,Optimistic,0.5261,0.5261,0.0115,0.4147,0.0477
Sample_Dataset/Reichel/images_with_faces/1501624_798088_image.jpeg,Hostile,0.5308,0.2346,0.1761,0.5308,0.0585
Sample_Dataset/Reichel/images_with_faces/1501750_798162_image.jpeg,Neutral,0.9044,0.0808,0.0033,0.0115,0.9044
Sample_Dataset/Reichel/images_with_faces/1501760_798167_image.jpeg,Neutral,0.7612,0.0755,0.0832,0.0801,0.7612
Sample_Dataset/Reichel/images_with_faces/1503407_799334_image.jpeg,Optimistic,0.5658,0.5658,0.0018,0.0217,0.4107
Sample_Dataset/Reichel/images_with_faces/1503423_799350_image.jpeg,Neutral,0.5133,0.3005,0.1677,0.0185,0.5133
Sample_Dataset/Reichel/images_with_faces/1503436_799362_image.jpeg,Hostile,0.9412,0.0063,0.0142,0.9412,0.0383
Sample_Dataset/Reichel/images_with_faces/1503439_799365_image.jpeg,Neutral,0.6928,0.0386,0.2393,0.0293,0.6928
Sample_Dataset/Reichel/images_with_faces/1503450_799376_image.jpeg,Neutral,0.6095,0.3556,0.021,0.0139,0.6095
Sample_Dataset/Reichel/images_with_faces/1503959_799768_image.jpeg,Optimistic,0.6045,0.6045,0.0105,0.0084,0.3767
Sample_Dataset/Reichel/images_with_faces/1503960_799769_image.jpeg,Neutral,0.7188,0.2038,0.0645,0.0129,0.7188
Sample_Dataset/Reichel/images_with_faces/1503962_799771_image.jpeg,Hostile,0.7831,0.1039,0.0177,0.7831,0.0953
Sample_Dataset/Reichel/images_with_faces/1503988_799791_image.jpeg,Neutral,0.4708,0.1088,0.3211,0.0994,0.4708
Sample_Dataset/Reichel/images_with_faces/1504018_799813_image.jpeg,Optimistic,0.4967,0.4967,0.1765,0.13,0.1968
Sample_Dataset/Reichel/images_with_faces/1508133_803119_image.jpeg,Optimistic,0.4989,0.4989,0.3497,0.0538,0.0976
Sample_Dataset/Reichel/images_with_faces/1508270_803171_image.jpeg,Optimistic,0.9866,0.9866,0.0006,0.0082,0.0046
Sample_Dataset/Reichel/images_with_faces/1508273_803174_image.jpeg,Optimistic,0.5085,0.5085,0.0329,0.1395,0.319
Sample_Dataset/Reichel/images_with_faces/1508311_803204_image.jpeg,Neutral,0.7872,0.0145,0.0096,0.1887,0.7872
Sample_Dataset/Reichel/images_with_faces/1508316_803208_image.jpeg,Optimistic,0.5596,0.5596,0.0047,0.0863,0.3495
Sample_Dataset/Reichel/images_with_faces/1508325_803216_image.jpeg,Neutral,0.8799,0.0077,0.0225,0.0899,0.8799
Sample_Dataset/Reichel/images_with_faces/1508361_803229_image.jpeg,Neutral,0.9629,0.0131,0.0027,0.0214,0.9629
Sample_Dataset/Reichel/images_with_faces/1508556_803355_image.jpeg,Hostile,0.5322,0.348,0.0527,0.5322,0.0671
Sample_Dataset/Reichel/images_with_faces/1508569_803365_image.jpeg,Pessimistic,0.4597,0.3108,0.4597,0.0493,0.1801
Sample_Dataset/Reichel/images_with_faces/1508906_803622_image.jpeg,Hostile,0.4524,0.3474,0.0265,0.4524,0.1738
Sample_Dataset/Reichel/images_with_faces/1508918_803628_image.jpeg,Hostile,0.436,0.4139,0.011,0.436,0.1391
Sample_Dataset/Reichel/images_with_faces/1508925_803631_image.jpeg,Neutral,0.6885,0.0144,0.0059,0.2912,0.6885
Sample_Dataset/Reichel/images_with_faces/1508953_803648_image.jpeg,Neutral,0.7126,0.1799,0.0512,0.0564,0.7126
