image_path,prediction,confidence,Optimistic,Pessimistic,Hostile,Neutral
Sample_Dataset/Reichel/images_with_faces/1338353_698116_image.jpeg,Neutral,0.9995,0.0003,0.0002,0.0001,0.9995
Sample_Dataset/Reichel/images_with_faces/1338363_698123_image.jpeg,Optimistic,0.7074,0.7074,0.0021,0.0019,0.2886
Sample_Dataset/Reichel/images_with_faces/1338365_698124_image.jpeg,Neutral,0.5408,0.458,0.0011,0.0001,0.5408
Sample_Dataset/Reichel/images_with_faces/1338368_698128_image.jpeg,Neutral,0.9576,0.0411,0.0,0.0013,0.9576
Sample_Dataset/Reichel/images_with_faces/1338373_698133_image.jpeg,Neutral,0.9592,0.0397,0.0,0.001,0.9592
Sample_Dataset/Reichel/images_with_faces/1338450_698179_image.jpeg,Neutral,0.9996,0.0002,0.0001,0.0001,0.9996
Sample_Dataset/Reichel/images_with_faces/1338511_698207_image.jpeg,Optimistic,0.6126,0.6126,0.2812,0.0117,0.0945
Sample_Dataset/Reichel/images_with_faces/1338615_698257_image.jpeg,Hostile,0.9623,0.0199,0.0018,0.9623,0.0159
Sample_Dataset/Reichel/images_with_faces/1338634_698268_image.jpeg,Neutral,0.8328,0.0229,0.1316,0.0128,0.8328
Sample_Dataset/Reichel/images_with_faces/1338780_698361_image.jpeg,Neutral,0.9955,0.0036,0.0,0.0009,0.9955
Sample_Dataset/Reichel/images_with_faces/1338856_698395_image.jpeg,Optimistic,0.91,0.91,0.0002,0.0026,0.0872
Sample_Dataset/Reichel/images_with_faces/1339090_698549_image.jpeg,Optimistic,0.9984,0.9984,0.0,0.0,0.0016
Sample_Dataset/Reichel/images_with_faces/1339104_698564_image.jpeg,Hostile,0.4477,0.3078,0.2189,0.4477,0.0256
Sample_Dataset/Reichel/images_with_faces/1339176_698597_image.jpeg,Pessimistic,0.5418,0.0211,0.5418,0.0564,0.3807
Sample_Dataset/Reichel/images_with_faces/1339222_698623_image.jpeg,Neutral,0.6448,0.2756,0.049,0.0305,0.6448
Sample_Dataset/Reichel/images_with_faces/1339224_698625_image.jpeg,Neutral,0.7963,0.0259,0.0937,0.084,0.7963
Sample_Dataset/Reichel/images_with_faces/1339264_698657_image.jpeg,Neutral,0.851,0.1168,0.0264,0.0058,0.851
Sample_Dataset/Reichel/images_with_faces/1344296_702058_image.jpeg,Neutral,0.8617,0.1381,0.0001,0.0001,0.8617
Sample_Dataset/Reichel/images_with_faces/1344334_702092_image.jpeg,Neutral,0.9224,0.0574,0.0125,0.0077,0.9224
Sample_Dataset/Reichel/images_with_faces/1344345_702103_image.jpeg,Neutral,0.9876,0.0029,0.0012,0.0084,0.9876
Sample_Dataset/Reichel/images_with_faces/1344347_702105_image.jpeg,Pessimistic,0.8388,0.046,0.8388,0.0045,0.1107
Sample_Dataset/Reichel/images_with_faces/1344445_702203_image.jpeg,Neutral,0.9979,0.0011,0.0001,0.001,0.9979
Sample_Dataset/Reichel/images_with_faces/1344507_702246_image.jpeg,Neutral,0.877,0.1055,0.0059,0.0117,0.877
Sample_Dataset/Reichel/images_with_faces/1344728_702432_image.jpeg,Neutral,0.8273,0.1717,0.0003,0.0006,0.8273
Sample_Dataset/Reichel/images_with_faces/1344730_702435_image.jpeg,Neutral,0.8909,0.1091,0.0,0.0,0.8909
Sample_Dataset/Reichel/images_with_faces/1344731_702436_image.jpeg,Neutral,0.9907,0.0088,0.0,0.0005,0.9907
Sample_Dataset/Reichel/images_with_faces/1344732_702437_image.jpeg,Neutral,0.9541,0.037,0.0073,0.0016,0.9541
Sample_Dataset/Reichel/images_with_faces/1345096_702669_image.jpeg,Optimistic,0.9837,0.9837,0.0021,0.0064,0.0078
Sample_Dataset/Reichel/images_with_faces/1345313_702777_image.jpeg,Optimistic,0.7237,0.7237,0.0086,0.1108,0.1569
Sample_Dataset/Reichel/images_with_faces/1345323_702781_image.jpeg,Optimistic,0.9888,0.9888,0.0016,0.0048,0.0049
Sample_Dataset/Reichel/images_with_faces/1345343_702792_image.jpeg,Optimistic,0.5089,0.5089,0.0011,0.4291,0.0609
Sample_Dataset/Reichel/images_with_faces/1345506_702928_image.jpeg,Neutral,0.6,0.0009,0.3926,0.0066,0.6
Sample_Dataset/Reichel/images_with_faces/1345694_703033_image.jpeg,Neutral,0.6399,0.3587,0.0001,0.0012,0.6399
Sample_Dataset/Reichel/images_with_faces/1345706_703038_image.jpeg,Hostile,0.8888,0.0172,0.0072,0.8888,0.0867
Sample_Dataset/Reichel/images_with_faces/1345708_703040_image.jpeg,Hostile,0.9558,0.04,0.0003,0.9558,0.0039
Sample_Dataset/Reichel/images_with_faces/1345710_703042_image.jpeg,Optimistic,0.9891,0.9891,0.0,0.0104,0.0005
Sample_Dataset/Reichel/images_with_faces/1345839_703146_image.jpeg,Pessimistic,0.5551,0.0448,0.5551,0.2767,0.1233
Sample_Dataset/Reichel/images_with_faces/1345844_703151_image.jpeg,Neutral,0.5108,0.4043,0.0241,0.0608,0.5108
Sample_Dataset/Reichel/images_with_faces/1353451_708966_image.jpeg,Optimistic,0.9262,0.9262,0.0371,0.0001,0.0365
Sample_Dataset/Reichel/images_with_faces/1353484_708996_image.jpeg,Neutral,0.9891,0.0108,0.0,0.0,0.9891
Sample_Dataset/Reichel/images_with_faces/1353517_709027_image.jpeg,Optimistic,0.924,0.924,0.0005,0.0746,0.0009
Sample_Dataset/Reichel/images_with_faces/1353579_709075_image.jpeg,Hostile,0.9848,0.0014,0.0,0.9848,0.0138
Sample_Dataset/Reichel/images_with_faces/1353644_709128_image.jpeg,Neutral,0.6432,0.3447,0.0012,0.0109,0.6432
Sample_Dataset/Reichel/images_with_faces/1353680_709148_image.jpeg,Neutral,0.5991,0.0613,0.1419,0.1976,0.5991
Sample_Dataset/Reichel/images_with_faces/1353682_709150_image.jpeg,Neutral,0.975,0.009,0.0001,0.0159,0.975
Sample_Dataset/Reichel/images_with_faces/1353685_709151_image.jpeg,Neutral,0.6457,0.1768,0.0008,0.1767,0.6457
Sample_Dataset/Reichel/images_with_faces/1353686_709152_image.jpeg,Optimistic,0.9885,0.9885,0.0001,0.0026,0.0088
Sample_Dataset/Reichel/images_with_faces/1353698_709155_image.jpeg,Neutral,0.4329,0.3353,0.0349,0.1969,0.4329
Sample_Dataset/Reichel/images_with_faces/1354318_709600_image.jpeg,Neutral,0.9907,0.0087,0.0,0.0006,0.9907
Sample_Dataset/Reichel/images_with_faces/1354320_709601_image.jpeg,Neutral,0.8134,0.1826,0.0004,0.0035,0.8134
Sample_Dataset/Reichel/images_with_faces/1354323_709602_image.jpeg,Neutral,0.8867,0.1005,0.0063,0.0065,0.8867
Sample_Dataset/Reichel/images_with_faces/1354325_709603_image.jpeg,Optimistic,0.5453,0.5453,0.0269,0.2728,0.155
Sample_Dataset/Reichel/images_with_faces/1354328_709604_image.jpeg,Neutral,0.9877,0.012,0.0001,0.0002,0.9877
Sample_Dataset/Reichel/images_with_faces/1356253_710784_image.jpeg,Neutral,0.7535,0.2357,0.0055,0.0053,0.7535
Sample_Dataset/Reichel/images_with_faces/1356255_710786_image.jpeg,Neutral,0.6492,0.3379,0.0085,0.0044,0.6492
Sample_Dataset/Reichel/images_with_faces/1356259_710788_image.jpeg,Neutral,0.592,0.4051,0.0003,0.0026,0.592
Sample_Dataset/Reichel/images_with_faces/1358589_712495_image.jpeg,Neutral,0.8623,0.0123,0.0021,0.1233,0.8623
Sample_Dataset/Reichel/images_with_faces/1358606_712511_image.jpeg,Hostile,0.9871,0.011,0.0001,0.9871,0.0018
Sample_Dataset/Reichel/images_with_faces/1358702_712584_image.jpeg,Hostile,0.9441,0.0504,0.0019,0.9441,0.0036
Sample_Dataset/Reichel/images_with_faces/1358922_712739_image.jpeg,Hostile,0.8632,0.0871,0.0068,0.8632,0.043
Sample_Dataset/Reichel/images_with_faces/1358926_712742_image.jpeg,Neutral,0.9317,0.0547,0.005,0.0086,0.9317
Sample_Dataset/Reichel/images_with_faces/1359043_712832_image.jpeg,Optimistic,0.9858,0.9858,0.0003,0.0109,0.003
Sample_Dataset/Reichel/images_with_faces/1359518_713201_image.jpeg,Pessimistic,0.8779,0.0068,0.8779,0.0148,0.1005
Sample_Dataset/Reichel/images_with_faces/1363171_715347_image.jpeg,Optimistic,0.8806,0.8806,0.0924,0.0004,0.0267
Sample_Dataset/Reichel/images_with_faces/1363190_715367_image.jpeg,Optimistic,0.9311,0.9311,0.0122,0.0273,0.0295
Sample_Dataset/Reichel/images_with_faces/1363210_715383_image.jpeg,Neutral,0.9397,0.0226,0.0016,0.0361,0.9397
Sample_Dataset/Reichel/images_with_faces/1363373_715489_image.jpeg,Hostile,0.4225,0.2838,0.0095,0.4225,0.2843
Sample_Dataset/Reichel/images_with_faces/1363401_715510_image.jpeg,Pessimistic,0.4864,0.1369,0.4864,0.0037,0.373
Sample_Dataset/Reichel/images_with_faces/1365829_717338_image.jpeg,Neutral,0.5678,0.3284,0.0493,0.0545,0.5678
Sample_Dataset/Reichel/images_with_faces/1365988_717433_image.jpeg,Hostile,0.4742,0.0633,0.1018,0.4742,0.3606
Sample_Dataset/Reichel/images_with_faces/1367544_718449_image.jpeg,Neutral,0.7878,0.2062,0.0039,0.0021,0.7878
Sample_Dataset/Reichel/images_with_faces/1367550_718455_image.jpeg,Optimistic,0.7944,0.7944,0.0,0.0003,0.2052
Sample_Dataset/Reichel/images_with_faces/1367562_718467_image.jpeg,Neutral,0.9354,0.0463,0.0155,0.0028,0.9354
Sample_Dataset/Reichel/images_with_faces/1367567_718472_image.jpeg,Neutral,0.8591,0.0341,0.0026,0.1042,0.8591
Sample_Dataset/Reichel/images_with_faces/1367700_718553_image.jpeg,Optimistic,0.7231,0.7231,0.0121,0.0017,0.2631
Sample_Dataset/Reichel/images_with_faces/1367807_718619_image.jpeg,Hostile,0.9858,0.0066,0.0006,0.9858,0.0069
Sample_Dataset/Reichel/images_with_faces/1367820_718622_image.jpeg,Neutral,0.8925,0.0556,0.0412,0.0107,0.8925
Sample_Dataset/Reichel/images_with_faces/1367821_718623_image.jpeg,Unknown,0.3412,0.2526,0.113,0.2932,0.3412
Sample_Dataset/Reichel/images_with_faces/1369437_719779_image.jpeg,Neutral,0.973,0.0084,0.0026,0.0161,0.973
Sample_Dataset/Reichel/images_with_faces/1369454_719795_image.jpeg,Neutral,0.5039,0.4881,0.0002,0.0078,0.5039
Sample_Dataset/Reichel/images_with_faces/1369464_719805_image.jpeg,Hostile,0.4069,0.344,0.0004,0.4069,0.2487
Sample_Dataset/Reichel/images_with_faces/1369468_719808_image.jpeg,Hostile,0.9067,0.0462,0.0333,0.9067,0.0139
Sample_Dataset/Reichel/images_with_faces/1369547_719860_image.jpeg,Optimistic,0.4859,0.4859,0.0241,0.4717,0.0183
Sample_Dataset/Reichel/images_with_faces/1369665_719952_image.jpeg,Optimistic,0.6125,0.6125,0.1975,0.0128,0.1771
Sample_Dataset/Reichel/images_with_faces/1369825_720055_image.jpeg,Neutral,0.4281,0.1284,0.4194,0.0241,0.4281
Sample_Dataset/Reichel/images_with_faces/1369832_720059_image.jpeg,Optimistic,0.5212,0.5212,0.4023,0.0008,0.0757
Sample_Dataset/Reichel/images_with_faces/1370030_720223_image.jpeg,Hostile,0.8818,0.0882,0.0163,0.8818,0.0137
Sample_Dataset/Reichel/images_with_faces/1370128_720292_image.jpeg,Neutral,0.9379,0.0542,0.004,0.0038,0.9379
Sample_Dataset/Reichel/images_with_faces/1370136_720297_image.jpeg,Neutral,0.7485,0.1216,0.1294,0.0005,0.7485
Sample_Dataset/Reichel/images_with_faces/1373756_723303_image.jpeg,Neutral,0.9281,0.0678,0.0001,0.0039,0.9281
Sample_Dataset/Reichel/images_with_faces/1373801_723337_image.jpeg,Hostile,0.7624,0.0926,0.0014,0.7624,0.1437
Sample_Dataset/Reichel/images_with_faces/1373818_723346_image.jpeg,Neutral,0.9929,0.0068,0.0,0.0003,0.9929
Sample_Dataset/Reichel/images_with_faces/1373829_723356_image.jpeg,Pessimistic,0.9767,0.0001,0.9767,0.0028,0.0204
Sample_Dataset/Reichel/images_with_faces/1373833_723360_image.jpeg,Neutral,0.614,0.2705,0.0661,0.0494,0.614
Sample_Dataset/Reichel/images_with_faces/1373853_723380_image.jpeg,Unknown,0.3716,0.3716,0.2138,0.0812,0.3334
Sample_Dataset/Reichel/images_with_faces/1373876_723403_image.jpeg,Optimistic,0.9685,0.9685,0.0146,0.0062,0.0108
Sample_Dataset/Reichel/images_with_faces/1373917_723441_image.jpeg,Hostile,0.4211,0.2104,0.0191,0.4211,0.3494
Sample_Dataset/Reichel/images_with_faces/1373944_723461_image.jpeg,Optimistic,0.9566,0.9566,0.0006,0.025,0.0179
Sample_Dataset/Reichel/images_with_faces/1373969_723474_image.jpeg,Optimistic,0.9118,0.9118,0.0031,0.0026,0.0826
Sample_Dataset/Reichel/images_with_faces/1373972_723477_image.jpeg,Neutral,0.9766,0.0228,0.0003,0.0003,0.9766
Sample_Dataset/Reichel/images_with_faces/1374018_723512_image.jpeg,Neutral,0.9184,0.0716,0.0001,0.0099,0.9184
Sample_Dataset/Reichel/images_with_faces/1374026_723517_image.jpeg,Optimistic,0.9346,0.9346,0.0,0.0096,0.0558
Sample_Dataset/Reichel/images_with_faces/1374196_723628_image.jpeg,Neutral,0.7885,0.1339,0.0275,0.0501,0.7885
Sample_Dataset/Reichel/images_with_faces/1374221_723644_image.jpeg,Neutral,0.6046,0.3546,0.0015,0.0394,0.6046
Sample_Dataset/Reichel/images_with_faces/1374479_723808_image.jpeg,Optimistic,0.9002,0.9002,0.027,0.0033,0.0695
Sample_Dataset/Reichel/images_with_faces/1374702_723983_image.jpeg,Pessimistic,0.998,0.0009,0.998,0.0009,0.0001
Sample_Dataset/Reichel/images_with_faces/1374956_724140_image.jpeg,Neutral,0.859,0.0075,0.0048,0.1288,0.859
Sample_Dataset/Reichel/images_with_faces/1374965_724145_image.jpeg,Optimistic,0.8671,0.8671,0.0479,0.0816,0.0034
Sample_Dataset/Reichel/images_with_faces/1375361_724294_image.jpeg,Hostile,0.6468,0.2664,0.0184,0.6468,0.0684
Sample_Dataset/Reichel/images_with_faces/1375366_724296_image.jpeg,Neutral,0.6215,0.1605,0.193,0.025,0.6215
Sample_Dataset/Reichel/images_with_faces/1376169_724766_image.jpeg,Pessimistic,0.827,0.0779,0.827,0.0307,0.0644
Sample_Dataset/Reichel/images_with_faces/1377730_725723_image.jpeg,Hostile,0.4722,0.173,0.0506,0.4722,0.3042
Sample_Dataset/Reichel/images_with_faces/1377830_725751_image.jpeg,Neutral,0.5993,0.357,0.005,0.0387,0.5993
Sample_Dataset/Reichel/images_with_faces/1377907_725783_image.jpeg,Neutral,0.7,0.2891,0.0012,0.0097,0.7
Sample_Dataset/Reichel/images_with_faces/1377928_725796_image.jpeg,Neutral,0.9868,0.0106,0.0001,0.0025,0.9868
Sample_Dataset/Reichel/images_with_faces/1377935_725800_image.jpeg,Optimistic,0.6113,0.6113,0.0004,0.0129,0.3754
Sample_Dataset/Reichel/images_with_faces/1377943_725804_image.jpeg,Pessimistic,0.436,0.2767,0.436,0.0055,0.2818
Sample_Dataset/Reichel/images_with_faces/1378005_725834_image.jpeg,Optimistic,0.9956,0.9956,0.0,0.0001,0.0043
Sample_Dataset/Reichel/images_with_faces/1378024_725847_image.jpeg,Optimistic,0.9806,0.9806,0.0081,0.005,0.0062
Sample_Dataset/Reichel/images_with_faces/1378156_725908_image.jpeg,Optimistic,0.787,0.787,0.0208,0.0024,0.1899
Sample_Dataset/Reichel/images_with_faces/1378158_725910_image.jpeg,Neutral,0.6456,0.2103,0.1077,0.0364,0.6456
Sample_Dataset/Reichel/images_with_faces/1379021_726162_image.jpeg,Optimistic,0.9746,0.9746,0.0001,0.0,0.0253
Sample_Dataset/Reichel/images_with_faces/1379054_726177_image.jpeg,Hostile,0.9119,0.0023,0.0294,0.9119,0.0563
Sample_Dataset/Reichel/images_with_faces/1379085_726186_image.jpeg,Pessimistic,0.8886,0.0022,0.8886,0.1023,0.0069
Sample_Dataset/Reichel/images_with_faces/1382350_726895_image.jpeg,Optimistic,0.7869,0.7869,0.0016,0.1127,0.0988
Sample_Dataset/Reichel/images_with_faces/1382351_726896_image.jpeg,Optimistic,0.8324,0.8324,0.0001,0.0004,0.1671
Sample_Dataset/Reichel/images_with_faces/1382356_726897_image.jpeg,Hostile,0.945,0.0328,0.0172,0.945,0.0051
Sample_Dataset/Reichel/images_with_faces/1382451_726946_image.jpeg,Hostile,0.9744,0.0188,0.0004,0.9744,0.0063
Sample_Dataset/Reichel/images_with_faces/1382459_726952_image.jpeg,Optimistic,0.5201,0.5201,0.0011,0.0048,0.474
Sample_Dataset/Reichel/images_with_faces/1382615_727039_image.jpeg,Unknown,0.3737,0.1668,0.3737,0.1938,0.2657
Sample_Dataset/Reichel/images_with_faces/1391569_729663_image.jpeg,Neutral,0.5285,0.4509,0.0055,0.0151,0.5285
Sample_Dataset/Reichel/images_with_faces/1391574_729668_image.jpeg,Hostile,0.9766,0.0077,0.0042,0.9766,0.0115
Sample_Dataset/Reichel/images_with_faces/1391599_729692_image.jpeg,Neutral,0.6078,0.0912,0.0026,0.2984,0.6078
Sample_Dataset/Reichel/images_with_faces/1391601_729695_image.jpeg,Neutral,0.6533,0.1737,0.0404,0.1327,0.6533
Sample_Dataset/Reichel/images_with_faces/1391609_729703_image.jpeg,Optimistic,0.5862,0.5862,0.0678,0.0563,0.2897
Sample_Dataset/Reichel/images_with_faces/1391617_729711_image.jpeg,Neutral,0.5263,0.4703,0.0008,0.0026,0.5263
Sample_Dataset/Reichel/images_with_faces/1391649_729727_image.jpeg,Neutral,0.9558,0.044,0.0,0.0002,0.9558
Sample_Dataset/Reichel/images_with_faces/1391651_729729_image.jpeg,Neutral,0.7096,0.2887,0.0,0.0017,0.7096
Sample_Dataset/Reichel/images_with_faces/1391665_729741_image.jpeg,Neutral,0.9674,0.0298,0.0002,0.0026,0.9674
Sample_Dataset/Reichel/images_with_faces/1391684_729757_image.jpeg,Unknown,0.3946,0.3946,0.1196,0.1528,0.333
Sample_Dataset/Reichel/images_with_faces/1391686_729758_image.jpeg,Optimistic,0.8176,0.8176,0.002,0.0003,0.1802
Sample_Dataset/Reichel/images_with_faces/1391725_729784_image.jpeg,Hostile,0.9831,0.0153,0.0004,0.9831,0.0012
Sample_Dataset/Reichel/images_with_faces/1391829_729852_image.jpeg,Neutral,0.6845,0.2933,0.0019,0.0203,0.6845
Sample_Dataset/Reichel/images_with_faces/1391831_729854_image.jpeg,Neutral,0.5628,0.3993,0.0044,0.0335,0.5628
Sample_Dataset/Reichel/images_with_faces/1391949_729948_image.jpeg,Optimistic,0.6746,0.6746,0.031,0.2803,0.0141
Sample_Dataset/Reichel/images_with_faces/1391951_729950_image.jpeg,Hostile,0.6776,0.1562,0.0005,0.6776,0.1658
Sample_Dataset/Reichel/images_with_faces/1392328_730225_image.jpeg,Hostile,0.998,0.0016,0.0,0.998,0.0004
Sample_Dataset/Reichel/images_with_faces/1392541_730414_image.jpeg,Optimistic,0.9962,0.9962,0.002,0.0,0.0018
Sample_Dataset/Reichel/images_with_faces/1392884_730674_image.jpeg,Pessimistic,0.9759,0.0007,0.9759,0.0051,0.0183
Sample_Dataset/Reichel/images_with_faces/1393072_730825_image.jpeg,Neutral,0.6619,0.3238,0.0061,0.0082,0.6619
Sample_Dataset/Reichel/images_with_faces/1393081_730832_image.jpeg,Hostile,0.7751,0.066,0.1115,0.7751,0.0474
Sample_Dataset/Reichel/images_with_faces/1393170_730901_image.jpeg,Optimistic,0.4514,0.4514,0.2102,0.0748,0.2636
Sample_Dataset/Reichel/images_with_faces/1393294_731006_image.jpeg,Hostile,0.5091,0.3244,0.0033,0.5091,0.1632
Sample_Dataset/Reichel/images_with_faces/1393374_731074_image.jpeg,Optimistic,0.6967,0.6967,0.0305,0.0478,0.225
Sample_Dataset/Reichel/images_with_faces/1393379_731078_image.jpeg,Neutral,0.4184,0.3367,0.1704,0.0746,0.4184
Sample_Dataset/Reichel/images_with_faces/1398833_734616_image.jpeg,Optimistic,0.8806,0.8806,0.0351,0.0047,0.0796
Sample_Dataset/Reichel/images_with_faces/1398839_734623_image.jpeg,Optimistic,0.7636,0.7636,0.0029,0.0026,0.2309
Sample_Dataset/Reichel/images_with_faces/1398909_734689_image.jpeg,Neutral,0.9448,0.0044,0.0098,0.041,0.9448
Sample_Dataset/Reichel/images_with_faces/1398912_734691_image.jpeg,Optimistic,0.9087,0.9087,0.0038,0.0041,0.0834
Sample_Dataset/Reichel/images_with_faces/1398916_734695_image.jpeg,Neutral,0.6302,0.163,0.2044,0.0024,0.6302
Sample_Dataset/Reichel/images_with_faces/1398927_734708_image.jpeg,Optimistic,0.5225,0.5225,0.0004,0.0205,0.4566
Sample_Dataset/Reichel/images_with_faces/1398968_734742_image.jpeg,Optimistic,0.566,0.566,0.0009,0.0058,0.4274
Sample_Dataset/Reichel/images_with_faces/1399009_734762_image.jpeg,Optimistic,0.9668,0.9668,0.0011,0.0049,0.0272
Sample_Dataset/Reichel/images_with_faces/1399021_734771_image.jpeg,Optimistic,0.9955,0.9955,0.0013,0.0005,0.0027
Sample_Dataset/Reichel/images_with_faces/1399122_734845_image.jpeg,Neutral,0.8812,0.0561,0.0003,0.0624,0.8812
Sample_Dataset/Reichel/images_with_faces/1399132_734851_image.jpeg,Neutral,0.8446,0.0751,0.0574,0.0228,0.8446
Sample_Dataset/Reichel/images_with_faces/1399146_734855_image.jpeg,Unknown,0.3751,0.2634,0.0375,0.3751,0.324
Sample_Dataset/Reichel/images_with_faces/1399239_734915_image.jpeg,Hostile,0.5653,0.2424,0.1564,0.5653,0.0359
Sample_Dataset/Reichel/images_with_faces/1399317_734959_image.jpeg,Optimistic,0.9704,0.9704,0.0059,0.0093,0.0144
Sample_Dataset/Reichel/images_with_faces/1399449_735055_image.jpeg,Neutral,0.6263,0.3241,0.0013,0.0483,0.6263
Sample_Dataset/Reichel/images_with_faces/1399450_735056_image.jpeg,Optimistic,0.9967,0.9967,0.0005,0.0004,0.0025
Sample_Dataset/Reichel/images_with_faces/1399569_735155_image.jpeg,Pessimistic,0.9136,0.0005,0.9136,0.0555,0.0305
Sample_Dataset/Reichel/images_with_faces/1399575_735157_image.jpeg,Hostile,0.8809,0.0772,0.0022,0.8809,0.0398
Sample_Dataset/Reichel/images_with_faces/1399630_735182_image.jpeg,Neutral,0.9854,0.0131,0.0004,0.001,0.9854
Sample_Dataset/Reichel/images_with_faces/1399631_735183_image.jpeg,Optimistic,0.4942,0.4942,0.0437,0.2358,0.2263
Sample_Dataset/Reichel/images_with_faces/1399632_735184_image.jpeg,Neutral,0.5209,0.0438,0.1019,0.3334,0.5209
Sample_Dataset/Reichel/images_with_faces/1408390_738081_image.jpeg,Optimistic,0.7065,0.7065,0.0001,0.0172,0.2762
Sample_Dataset/Reichel/images_with_faces/1408412_738101_image.jpeg,Neutral,0.5183,0.0084,0.2221,0.2511,0.5183
Sample_Dataset/Reichel/images_with_faces/1408413_738102_image.jpeg,Optimistic,0.974,0.974,0.0,0.0,0.0259
Sample_Dataset/Reichel/images_with_faces/1408420_738111_image.jpeg,Neutral,0.6859,0.2563,0.0001,0.0577,0.6859
Sample_Dataset/Reichel/images_with_faces/1408426_738117_image.jpeg,Neutral,0.7691,0.0405,0.142,0.0484,0.7691
Sample_Dataset/Reichel/images_with_faces/1408440_738132_image.jpeg,Optimistic,0.4923,0.4923,0.003,0.1349,0.3698
Sample_Dataset/Reichel/images_with_faces/1408457_738150_image.jpeg,Neutral,0.937,0.0436,0.0013,0.0181,0.937
Sample_Dataset/Reichel/images_with_faces/1408572_738230_image.jpeg,Neutral,0.8864,0.1018,0.0017,0.0101,0.8864
Sample_Dataset/Reichel/images_with_faces/1408592_738242_image.jpeg,Optimistic,0.9835,0.9835,0.0,0.0018,0.0146
Sample_Dataset/Reichel/images_with_faces/1408605_738254_image.jpeg,Neutral,0.5813,0.3871,0.0047,0.0269,0.5813
Sample_Dataset/Reichel/images_with_faces/1408606_738256_image.jpeg,Neutral,0.8555,0.0654,0.0005,0.0786,0.8555
Sample_Dataset/Reichel/images_with_faces/1408614_738263_image.jpeg,Neutral,0.6333,0.3664,0.0,0.0002,0.6333
Sample_Dataset/Reichel/images_with_faces/1408707_738335_image.jpeg,Pessimistic,0.6509,0.1262,0.6509,0.0069,0.2161
Sample_Dataset/Reichel/images_with_faces/1409302_738734_image.jpeg,Hostile,0.9341,0.0048,0.0021,0.9341,0.059
Sample_Dataset/Reichel/images_with_faces/1409386_738808_image.jpeg,Neutral,0.6955,0.062,0.0019,0.2407,0.6955
Sample_Dataset/Reichel/images_with_faces/1409390_738810_image.jpeg,Neutral,0.9857,0.0128,0.0001,0.0014,0.9857
Sample_Dataset/Reichel/images_with_faces/1409404_738815_image.jpeg,Neutral,0.8595,0.0642,0.0156,0.0608,0.8595
Sample_Dataset/Reichel/images_with_faces/1409411_738820_image.jpeg,Optimistic,0.7167,0.7167,0.0018,0.0453,0.2363
Sample_Dataset/Reichel/images_with_faces/1409546_738928_image.jpeg,Neutral,0.9692,0.0082,0.0169,0.0058,0.9692
Sample_Dataset/Reichel/images_with_faces/1409604_738976_image.jpeg,Optimistic,0.7429,0.7429,0.01,0.0369,0.2101
Sample_Dataset/Reichel/images_with_faces/1409704_739050_image.jpeg,Pessimistic,0.5264,0.1834,0.5264,0.0425,0.2477
Sample_Dataset/Reichel/images_with_faces/1412673_741178_image.jpeg,Neutral,0.4796,0.1115,0.0016,0.4072,0.4796
Sample_Dataset/Reichel/images_with_faces/1412679_741181_image.jpeg,Neutral,0.9832,0.0147,0.0001,0.002,0.9832
Sample_Dataset/Reichel/images_with_faces/1412686_741186_image.jpeg,Neutral,0.7786,0.1274,0.0011,0.0929,0.7786
Sample_Dataset/Reichel/images_with_faces/1416167_742994_image.jpeg,Neutral,0.9405,0.0461,0.0046,0.0088,0.9405
Sample_Dataset/Reichel/images_with_faces/1416197_743018_image.jpeg,Neutral,0.9612,0.0122,0.0081,0.0184,0.9612
Sample_Dataset/Reichel/images_with_faces/1416203_743024_image.jpeg,Optimistic,0.509,0.509,0.0044,0.1033,0.3833
Sample_Dataset/Reichel/images_with_faces/1416213_743036_image.jpeg,Optimistic,0.6977,0.6977,0.0001,0.0004,0.3018
Sample_Dataset/Reichel/images_with_faces/1416215_743038_image.jpeg,Neutral,0.9714,0.0284,0.0001,0.0001,0.9714
Sample_Dataset/Reichel/images_with_faces/1416222_743046_image.jpeg,Neutral,0.6476,0.1893,0.0072,0.156,0.6476
Sample_Dataset/Reichel/images_with_faces/1416224_743048_image.jpeg,Neutral,0.5985,0.3578,0.0046,0.039,0.5985
Sample_Dataset/Reichel/images_with_faces/1416225_743049_image.jpeg,Optimistic,0.9529,0.9529,0.0021,0.0004,0.0445
Sample_Dataset/Reichel/images_with_faces/1416228_743052_image.jpeg,Optimistic,0.8809,0.8809,0.0058,0.0019,0.1114
Sample_Dataset/Reichel/images_with_faces/1416233_743058_image.jpeg,Optimistic,0.9876,0.9876,0.0024,0.0,0.0101
Sample_Dataset/Reichel/images_with_faces/1416234_743059_image.jpeg,Hostile,0.8689,0.1088,0.0,0.8689,0.0223
Sample_Dataset/Reichel/images_with_faces/1416318_743127_image.jpeg,Neutral,0.5382,0.385,0.0115,0.0653,0.5382
Sample_Dataset/Reichel/images_with_faces/1416363_743163_image.jpeg,Hostile,0.9973,0.0015,0.0,0.9973,0.0013
Sample_Dataset/Reichel/images_with_faces/1416379_743177_image.jpeg,Optimistic,0.9772,0.9772,0.0003,0.0009,0.0217
Sample_Dataset/Reichel/images_with_faces/1416398_743185_image.jpeg,Neutral,0.5199,0.4408,0.0053,0.034,0.5199
